Fecha,Dia,Casos,NuevosCasos,%DifCasos,CasosActivos,NuevosCasesActivos,Fallecidos,NuevosFallecidos,%DifFallecidos,TasaLetalidad,Pruebas,NuevasPruebas,%DifPruebas,%PruebasPositivasDiarias,Recuperados,NuevosRecuperados,%DifRecuperados,Hospitalizados,NuevosHospitalizados,%DifHospitalizados
2020-06-23,112.0,260810.0,3363.0,1.0130628828457897,103969.0,65.0,8404.0,181.0,1.0220114313510884,0.03222269084774357,1539746.0,21816.0,1.014372204251843,0.15415291529152916,148437.0,3117.0,1.02144921552436,10588.0,-126.0,-1.0119002644503212
2020-06-24,113.0,264689.0,3879.0,1.014872895977915,104514.0,545.0,8586.0,182.0,1.021656354117087,0.03243806882794525,1561653.0,21907.0,1.0142276713172174,0.17706669101200528,151589.0,3152.0,1.0212345978428559,10599.0,11.0,1.0010389119758216
2020-06-25,114.0,268602.0,3913.0,1.0147833872960341,103767.0,-747.0,8761.0,175.0,1.0203820172373632,0.032617031891050696,1583605.0,21952.0,1.0140568999643327,0.17825255102040816,156074.0,4485.0,1.0295865795011512,10587.0,-12.0,-1.0011334655709834
2020-06-26,115.0,272364.0,3762.0,1.0140058525252977,103619.0,-148.0,8939.0,178.0,1.0203173153749572,0.032820049639453085,1604521.0,20916.0,1.0132078390760322,0.17986230636833048,159806.0,3732.0,1.0239117341773774,10964.0,377.0,1.0356097100217247
2020-06-27,116.0,275989.0,3625.0,1.0133093947805143,102830.0,-789.0,9135.0,196.0,1.0219263899765074,0.03309914525578918,1625135.0,20614.0,1.012847447929943,0.17585136315125643,164024.0,4218.0,1.0263945033352941,10762.0,-202.0,-1.0187697454004832
2020-06-28,117.0,279419.0,3430.0,1.0124280315519822,102104.0,-726.0,9317.0,182.0,1.0199233716475096,0.03334418919257459,1645112.0,19977.0,1.0122925172370296,0.17169745206988035,167998.0,3974.0,1.0242281617324294,10861.0,99.0,1.0091990336368706
2020-06-29,118.0,282365.0,2946.0,1.0105433059312359,101702.0,-402.0,9504.0,187.0,1.0200708382526564,0.03365856249889328,1661324.0,16212.0,1.0098546481941655,0.18171724648408585,171159.0,3161.0,1.018815700186907,11000.0,139.0,1.012798084890894
2020-06-30,119.0,285213.0,2848.0,1.0100862359003417,101001.0,-701.0,9677.0,173.0,1.018202861952862,0.033929028480468984,1679386.0,18062.0,1.0108720514481222,0.15767910530395304,174535.0,3376.0,1.0197243498735094,11049.0,49.0,1.0044545454545455
2020-07-01,120.0,288477.0,3264.0,1.0114440786359669,100372.0,-629.0,9860.0,183.0,1.0189108194688437,0.03417950131206301,1699369.0,19983.0,1.0118989916552836,0.16333883801231047,178245.0,3710.0,1.021256481508007,11108.0,59.0,1.0053398497601593
2020-07-02,121.0,292004.0,3527.0,1.0122262780048323,99862.0,-510.0,10045.0,185.0,1.018762677484787,0.0344002136957028,1720261.0,20892.0,1.0122939749989555,0.16882060118705725,182097.0,3852.0,1.021610704367584,11179.0,71.0,1.0063917897011163
2020-07-03,122.0,295599.0,3595.0,1.0123114751852715,99521.0,-341.0,10226.0,181.0,1.0180189148830263,0.03459416303844059,1740969.0,20708.0,1.0120377082314835,0.17360440409503575,185852.0,3755.0,1.0206208778837653,11131.0,-48.0,-1.0043122810169796
2020-07-04,123.0,299080.0,3481.0,1.011776088552397,99047.0,-474.0,10412.0,186.0,1.0181889301779776,0.034813427845392535,1761910.0,20941.0,1.012028358919659,0.16622892889546823,189621.0,3769.0,1.020279577298065,11273.0,142.0,1.0127571646752314
2020-07-05,124.0,302718.0,3638.0,1.0121639695064866,98172.0,-875.0,10589.0,177.0,1.016999615827891,0.034979750130484474,1782846.0,20936.0,1.0118825592680671,0.17376767290790981,193957.0,4336.0,1.0228666656119312,11302.0,29.0,1.0025725184068128
2020-07-06,125.0,305703.0,2985.0,1.0098606623986681,97312.0,-860.0,10772.0,183.0,1.0172820851827369,0.03523681481699558,1800690.0,17844.0,1.0100087164006313,0.16728312037659718,197619.0,3662.0,1.0188804735070145,11399.0,97.0,1.0085825517607503
2020-07-07,126.0,309278.0,3575.0,1.0116943569412142,97388.0,76.0,10952.0,180.0,1.0167099888600075,0.035411506799707705,1821328.0,20638.0,1.01146116211008,0.17322414962690183,200938.0,3319.0,1.0167949438060107,11646.0,247.0,1.0216685674181947
2020-07-08,127.0,312911.0,3633.0,1.0117467133129419,97030.0,-358.0,11133.0,181.0,1.016526661796932,0.035578806753357985,1842316.0,20988.0,1.0115234598051532,0.1730989136649514,204748.0,3810.0,1.0189610725696483,11626.0,-20.0,-1.0017202821262687
2020-07-09,128.0,316448.0,3537.0,1.011303533592619,97332.0,302.0,11314.0,181.0,1.0162579717955627,0.03575310951562342,1863278.0,20962.0,1.0113780697773889,0.16873389943707662,207802.0,3054.0,1.0149158966143748,11770.0,144.0,1.0123860313091346
2020-07-10,129.0,319646.0,3198.0,1.010105925776115,97508.0,176.0,11500.0,186.0,1.016439809086088,0.0359772998880011,1883326.0,20048.0,1.0107595323939853,0.1595171588188348,210638.0,2836.0,1.013647606856527,11894.0,124.0,1.01053525913339
2020-07-11,130.0,322710.0,3064.0,1.0095856040745075,96876.0,-632.0,11682.0,182.0,1.0158260869565217,0.03619968392674538,1904242.0,20916.0,1.0111058839521145,0.14649072480397782,214152.0,3514.0,1.0166826498542523,11932.0,38.0,1.0031948881789137
2020-07-12,131.0,326326.0,3616.0,1.0112051067521923,97345.0,469.0,11870.0,188.0,1.0160931347372026,0.036374668276508766,1925231.0,20989.0,1.011022233518639,0.17228071847158036,217111.0,2959.0,1.0138172886547872,11723.0,-209.0,-1.0178282009724473
2020-07-13,132.0,330123.0,3797.0,1.0116356036601435,97061.0,-284.0,12054.0,184.0,1.0155012636899747,0.0365136630892122,1943679.0,18448.0,1.0095822267561658,0.20582176929748483,221008.0,3897.0,1.017949343884004,11897.0,174.0,1.01484261707754
2020-07-14,133.0,333867.0,3744.0,1.011341227360711,98377.0,1316.0,12229.0,175.0,1.0145180023228804,0.03662835799884385,1963921.0,20242.0,1.01041427108077,0.1849619602806047,223261.0,2253.0,1.0101942011148917,11962.0,65.0,1.0054635622425823
2020-07-15,134.0,337724.0,3857.0,1.011552504440391,98907.0,530.0,12417.0,188.0,1.015373292992068,0.03676670891023439,1983932.0,20011.0,1.0101893100588057,0.19274399080505722,226400.0,3139.0,1.0140597775697502,12048.0,86.0,1.0071894332051496
2020-07-16,135.0,341586.0,3862.0,1.0114353732633747,97977.0,-930.0,12615.0,198.0,1.0159458806474995,0.036930670460733166,2003963.0,20031.0,1.0100966162146687,0.19280115820478258,230994.0,4594.0,1.020291519434629,12396.0,348.0,1.0288844621513944
2020-07-17,136.0,345537.0,3951.0,1.0115666332929336,98756.0,779.0,12799.0,184.0,1.0145858105430043,0.03704089576514237,2023996.0,20033.0,1.0099966915556824,0.19722457944391752,233982.0,2988.0,1.0129354009195044,12539.0,143.0,1.0115359793481769
2020-07-18,137.0,349500.0,3963.0,1.0114691046110835,98416.0,-340.0,12998.0,199.0,1.0155480896945075,0.03719027181688126,2042218.0,18222.0,1.0090029822193325,0.21748435956536055,238086.0,4104.0,1.0175398107546734,12210.0,-329.0,-1.0269451269451269
2020-07-19,138.0,353590.0,4090.0,1.0117024320457797,98448.0,32.0,13187.0,189.0,1.0145406985690106,0.037294606747928394,2063240.0,21022.0,1.010293710074047,0.19455808200932356,241955.0,3869.0,1.016250430516704,12309.0,99.0,1.008108108108108
2020-07-20,139.0,357681.0,4091.0,1.0115698973387257,99216.0,768.0,13384.0,197.0,1.0149389550314705,0.0374188173260531,2084311.0,21071.0,1.0102125782749463,0.1941531014190119,245081.0,3126.0,1.0129197578062037,12772.0,463.0,1.0376147534324478
2020-07-21,140.0,362087.0,4406.0,1.012318238877659,99762.0,546.0,13579.0,195.0,1.014569635385535,0.0375020368033097,2109202.0,24891.0,1.011942075822658,0.17701177132296814,248746.0,3665.0,1.0149542396187383,12747.0,-25.0,-1.0019612457833216
2020-07-22,141.0,366550.0,4463.0,1.0123257670117956,96849.0,-2913.0,17455.0,3876.0,1.2854407541056043,0.0476196971763743,2133775.0,24573.0,1.011650377725794,0.1816221055630163,252246.0,3500.0,1.014070578019345,12821.0,74.0,1.0058052875186319
2020-07-23,142.0,371096.0,4546.0,1.012402127949802,97497.0,648.0,17654.0,199.0,1.0114007447722715,0.047572595770366696,2158770.0,24995.0,1.0117139810898526,0.181876375275055,255945.0,3699.0,1.0146642563212103,12985.0,164.0,1.012791513922471
2020-07-24,143.0,375961.0,4865.0,1.0131098152499622,98695.0,1198.0,17843.0,189.0,1.0107057890563045,0.047459709916720084,2183763.0,24993.0,1.0115774260342696,0.19465450326091305,259423.0,3478.0,1.013588856980992,12920.0,-65.0,-1.005030959752322
2020-07-25,144.0,379884.0,3923.0,1.0104345929498006,98724.0,29.0,18030.0,187.0,1.0104803003979153,0.04746185677733203,2206105.0,22342.0,1.010230963708058,0.17558857756691434,263130.0,3707.0,1.014289403792262,13043.0,123.0,1.0095201238390092
2020-07-26,145.0,384797.0,4913.0,1.0129328953048826,98718.0,-6.0,18229.0,199.0,1.0110371602884083,0.04737303045501914,2230247.0,24142.0,1.0109432687927364,0.20350426642366,267850.0,4720.0,1.0179379014175503,13304.0,261.0,1.0200107337269033
2020-07-27,146.0,389717.0,4920.0,1.0127859624685223,98752.0,34.0,18418.0,189.0,1.0103680947940095,0.047259934773181564,2250256.0,20009.0,1.0089716520188123,0.24588934979259333,272547.0,4697.0,1.017535934291581,13450.0,146.0,1.0109741431148527
2020-07-28,147.0,395005.0,5288.0,1.0135688204517637,99941.0,1189.0,18612.0,194.0,1.0105331740688457,0.04711839090644422,2270717.0,20461.0,1.0090927432256596,0.2584428913542838,276452.0,3905.0,1.0143278040117851,13408.0,-42.0,-1.0031324582338903
2020-07-29,148.0,400683.0,5678.0,1.0143745015885874,101823.0,1882.0,18816.0,204.0,1.0109606705351386,0.04695981611398537,2293612.0,22895.0,1.0100827183660492,0.24800174710635509,280044.0,3592.0,1.0129932140118356,13491.0,83.0,1.0061903341288783
2020-07-30,149.0,407492.0,6809.0,1.0169934836267074,104556.0,2733.0,19021.0,205.0,1.0108949829931972,0.04667821699567108,2318254.0,24642.0,1.0107437526486607,0.2763168573979385,283915.0,3871.0,1.0138228278413393,13438.0,-53.0,-1.0039440392915613
2020-07-31,150.0,414735.0,7243.0,1.017774582077685,108391.0,3835.0,19217.0,196.0,1.0103044003995585,0.04633561189675335,2348396.0,30142.0,1.013002026525135,0.24029593258576074,287127.0,3212.0,1.011313245161404,13577.0,139.0,1.010343801160887
2020-08-01,151.0,422183.0,7448.0,1.017958455399231,111940.0,3549.0,19408.0,191.0,1.0099391164073477,0.0459705862149826,2377948.0,29552.0,1.0125839083357322,0.2520303194369247,290835.0,3708.0,1.012914146005078,13700.0,123.0,1.0090594387567209
2020-08-02,152.0,428850.0,6667.0,1.0157917301265091,115049.0,3109.0,19614.0,206.0,1.0106141797197032,0.04573627142357468,2404046.0,26098.0,1.0109750087049842,0.25546018852019314,294187.0,3352.0,1.0115254353843244,13743.0,43.0,1.003138686131387
2020-08-03,153.0,433100.0,4250.0,1.0099102250204035,115198.0,149.0,19811.0,197.0,1.0100438462322832,0.045742322789194184,2417857.0,13811.0,1.0057448983921273,0.3077257258706828,298091.0,3904.0,1.01327047082298,13772.0,29.0,1.0021101651749982
2020-08-04,154.0,439890.0,6790.0,1.0156776725929346,117426.0,2228.0,20007.0,196.0,1.0098934935137045,0.04548182500170497,2440184.0,22327.0,1.009234210294488,0.3041160926232812,302457.0,4366.0,1.0146465341120665,13798.0,26.0,1.001887888469358
2020-08-05,155.0,447624.0,7734.0,1.0175816681443088,120966.0,3540.0,20228.0,221.0,1.0110461338531513,0.04518971279466695,2466745.0,26561.0,1.0108848349140884,0.29117879597906704,306430.0,3973.0,1.0131357515283164,13751.0,-47.0,-1.0034179332412188
2020-08-06,156.0,455409.0,7785.0,1.0173918288563615,124648.0,3682.0,20424.0,196.0,1.0096895392525214,0.04484759853230832,2493429.0,26684.0,1.0108174943093022,0.2917478638884725,310337.0,3907.0,1.012750057109291,13659.0,-92.0,-1.0067354857603046
2020-08-07,157.0,463875.0,8466.0,1.0185898829403899,128894.0,4246.0,20649.0,225.0,1.0110164512338424,0.0445141471301536,2522993.0,29564.0,1.011856764319337,0.28636179136787987,314332.0,3995.0,1.012873102466029,13820.0,161.0,1.011787100080533
2020-08-08,158.0,471012.0,7137.0,1.015385610347615,130997.0,2103.0,20844.0,195.0,1.0094435565886968,0.04425364958854552,2548439.0,25446.0,1.010085640348586,0.2804763027587833,319171.0,4839.0,1.0153945509843096,13680.0,-140.0,-1.010233918128655
2020-08-09,159.0,478024.0,7012.0,1.0148870941716983,132912.0,1915.0,21072.0,228.0,1.0109383995394359,0.04408146871286797,2573691.0,25252.0,1.0099088108445993,0.2776809757642959,324040.0,4869.0,1.0152551453609506,13768.0,88.0,1.0064327485380118
2020-08-10,160.0,483133.0,5109.0,1.0106877478955032,132453.0,-459.0,21276.0,204.0,1.0096810933940774,0.04403756315548721,2590078.0,16387.0,1.0063671202176174,0.3117715262098005,329404.0,5364.0,1.0165535119121096,13808.0,40.0,1.0029052876234748
2020-08-11,161.0,489680.0,6547.0,1.0135511339527625,132423.0,-30.0,21501.0,225.0,1.010575296108291,0.0439082666231008,2612599.0,22521.0,1.0086951049350636,0.29070645175613874,335756.0,6352.0,1.019283311678061,13775.0,-33.0,-1.0023956442831217
2020-08-12,162.0,498555.0,8875.0,1.018124081032511,134904.0,2481.0,21713.0,212.0,1.009860006511325,0.04355186488953074,2643464.0,30865.0,1.0118139063821123,0.28754252389437873,341938.0,6182.0,1.0184121802737702,13823.0,48.0,1.0034845735027222
2020-08-13,163.0,507996.0,9441.0,1.0189367271414387,134342.0,-562.0,25648.0,3935.0,1.181227835858702,0.05048858652430334,2677014.0,33550.0,1.0126916803103807,0.2814008941877794,348006.0,6068.0,1.0177459071527586,13987.0,164.0,1.0118642841640744
2020-08-14,164.0,516296.0,8300.0,1.0163387113284357,136208.0,1866.0,25856.0,208.0,1.008109794135995,0.050079799184963664,2705122.0,28108.0,1.0104997583128068,0.2952895972676818,354232.0,6226.0,1.0178904961408712,14175.0,188.0,1.0134410524058053
2020-08-15,165.0,525803.0,9507.0,1.0184138556177076,139947.0,3739.0,26075.0,219.0,1.0084699876237624,0.049590816332352614,2738229.0,33107.0,1.012238634708527,0.2871598151448334,359781.0,5549.0,1.015664874997177,13947.0,-228.0,-1.0163476016347601
2020-08-16,166.0,535946.0,10143.0,1.0192904947290145,144298.0,4351.0,26281.0,206.0,1.0079002876318313,0.049036656678098166,2773412.0,35183.0,1.0128488157856774,0.2882926413324617,365367.0,5586.0,1.0155261117179617,14074.0,127.0,1.00910590091059
2020-08-17,167.0,541493.0,5547.0,1.0103499233131696,144295.0,-3.0,26481.0,200.0,1.007610060499981,0.04890367927193888,2793614.0,20202.0,1.0072841683817622,0.2745767745767746,370717.0,5350.0,1.0146428112007926,14181.0,107.0,1.0076026715930084
2020-08-18,168.0,549321.0,7828.0,1.014456327228607,148644.0,4349.0,26658.0,177.0,1.0066840376118726,0.048529002168131205,2818943.0,25329.0,1.009066750095038,0.30905286430573653,374019.0,3302.0,1.0089070638789157,14092.0,-89.0,-1.0063156400794777
2020-08-19,169.0,558420.0,9099.0,1.0165640854800746,154133.0,5489.0,26834.0,176.0,1.0066021456973517,0.04805343648150138,2852011.0,33068.0,1.011730638044118,0.2751602757953308,377453.0,3434.0,1.00918135174951,13888.0,-204.0,-1.014688940092166
2020-08-20,170.0,567059.0,8639.0,1.0154704344400272,159295.0,5162.0,27034.0,200.0,1.007453230975628,0.0476740515537184,2883862.0,31851.0,1.0111679092401817,0.27123167247496155,380730.0,3277.0,1.00868187562425,13779.0,-109.0,-1.0079105885768198
2020-08-21,171.0,576067.0,9008.0,1.0158854722348116,163914.0,4619.0,27245.0,211.0,1.0078049863135312,0.04729484591202065,2915372.0,31510.0,1.0109263203301684,0.2858774992066011,384908.0,4178.0,1.0109736558716151,13773.0,-6.0,-1.000435634937922
2020-08-22,172.0,585236.0,9169.0,1.0159165513733646,166639.0,2725.0,27453.0,208.0,1.0076344283354743,0.046909281042177856,2950589.0,35217.0,1.0120797620337987,0.26035721384558597,391144.0,6236.0,1.016201274070687,13661.0,-112.0,-1.0081985213381157
2020-08-23,173.0,594326.0,9090.0,1.0155321955587149,167306.0,667.0,27663.0,210.0,1.007649437219976,0.04654516208276266,2985782.0,35193.0,1.0119274490618653,0.25829000085244225,399357.0,8213.0,1.0209973820383287,13363.0,-298.0,-1.022300381650827
2020-08-24,174.0,600438.0,6112.0,1.0102839182536183,165324.0,-1982.0,27813.0,150.0,1.0054224053790262,0.04632118553455977,3006993.0,21211.0,1.0071040015647492,0.28815237376832775,407301.0,7944.0,1.0198919763519858,13367.0,4.0,1.0002993339818902
2020-08-25,175.0,607382.0,6944.0,1.0115648909629305,164804.0,-520.0,28001.0,188.0,1.0067594290439723,0.046101135693846704,3032744.0,25751.0,1.0085637046710785,0.2696594307017203,414577.0,7276.0,1.0178639384632004,12950.0,-417.0,-1.0322007722007722
2020-08-26,176.0,613378.0,5996.0,1.0098718763479984,163377.0,-1427.0,28124.0,123.0,1.004392700260705,0.045851008676542036,3055850.0,23106.0,1.0076188428696915,0.2594996970483857,421877.0,7300.0,1.017608309192261,13051.0,101.0,1.0077992277992278
2020-08-27,177.0,621997.0,8619.0,1.0140516940614108,164058.0,681.0,28277.0,153.0,1.0054401934290997,0.04546163405932826,3089459.0,33609.0,1.0109982492596168,0.2564491654021244,429662.0,7785.0,1.018453245851279,12871.0,-180.0,-1.0139849273560717
2020-08-28,178.0,629961.0,7964.0,1.0128039202761427,163473.0,-585.0,28471.0,194.0,1.0068606995084344,0.04519486126918968,3124076.0,34617.0,1.0112048743809192,0.23006037496027962,438017.0,8355.0,1.0194455176394468,12595.0,-276.0,-1.021913457721318
2020-08-29,179.0,639435.0,9474.0,1.015039026225433,164153.0,680.0,28607.0,136.0,1.0047767904183205,0.04473793270621721,3156679.0,32603.0,1.0104360457300015,0.2905867558200166,446675.0,8658.0,1.019766356100334,12537.0,-58.0,-1.0046263061338438
2020-08-30,180.0,647166.0,7731.0,1.0120903610218397,162921.0,-1232.0,28788.0,181.0,1.0063271227321984,0.04448317742279415,3191850.0,35171.0,1.0111417727301382,0.21981177674788888,455457.0,8782.0,1.0196608272233727,12364.0,-173.0,-1.0139922355224846
2020-08-31,181.0,652037.0,4871.0,1.0075266624019186,160764.0,-2157.0,28944.0,156.0,1.0054189245518965,0.04439011896564152,3215842.0,23992.0,1.0075166439525667,0.20302600866955653,462329.0,6872.0,1.0150881422395528,12374.0,10.0,1.000808799741184
2020-09-01,182.0,657129.0,5092.0,1.0078093727809925,156462.0,-4302.0,29068.0,124.0,1.0042841348811498,0.04423484582174885,3233034.0,17192.0,1.0053460337914613,0.29618427175430434,471599.0,9270.0,1.0200506565670766,12162.0,-212.0,-1.0174313435290248
2020-09-02,183.0,663437.0,6308.0,1.009599332855497,154001.0,-2461.0,29259.0,191.0,1.0065707995046098,0.04410215287962534,3256711.0,23677.0,1.0073234614915896,0.26641888752798076,480177.0,8578.0,1.018189181910903,11830.0,-332.0,-1.028064243448859
2020-09-03,184.0,670145.0,6708.0,1.0101109826554744,150854.0,-3147.0,29405.0,146.0,1.0049899176321815,0.04387856359444598,3286526.0,29815.0,1.0091549419030428,0.22498742243836994,489886.0,9709.0,1.0202196273457496,11699.0,-131.0,-1.0111975382511327
2020-09-04,185.0,676848.0,6703.0,1.010002312932276,148771.0,-2083.0,29554.0,149.0,1.005067165448053,0.0436641609342127,3320012.0,33486.0,1.0101888742094236,0.2001732067132533,498523.0,8637.0,1.0176306324328517,11411.0,-288.0,-1.025238804662168
2020-09-05,186.0,683702.0,6854.0,1.010126350377042,147593.0,-1178.0,29687.0,133.0,1.0045002368545712,0.043420964104244245,3353435.0,33423.0,1.0100671322874737,0.2050683660952039,506422.0,7899.0,1.0158448055556113,11362.0,-49.0,-1.0043126210174265
2020-09-06,187.0,689977.0,6275.0,1.0091779751997214,145100.0,-2493.0,29838.0,151.0,1.0050864014551824,0.04324491975819484,3379580.0,26145.0,1.0077964833074147,0.24000764964620386,515039.0,8617.0,1.0170154535150526,11327.0,-35.0,-1.0030899620376093
2020-09-07,188.0,691575.0,1598.0,1.0023160192296265,139348.0,-5752.0,29976.0,138.0,1.004624974864267,0.04334453963778332,3386625.0,7045.0,1.0020845785570989,0.22682753726046842,522251.0,7212.0,1.0140028230871836,11242.0,-85.0,-1.0075609322184664
2020-09-08,189.0,696190.0,4615.0,1.0066731735531216,136316.0,-3032.0,30123.0,147.0,1.0049039231385108,0.043268360648673496,3403397.0,16772.0,1.0049524231351272,0.275160982590031,529751.0,7500.0,1.014360910749812,11087.0,-155.0,-1.0139803373320104
2020-09-09,190.0,702776.0,6586.0,1.0094600611901923,135581.0,-735.0,30236.0,113.0,1.0037512863924576,0.04302366614682345,3428910.0,25513.0,1.007496333810014,0.25814290753733393,536959.0,7208.0,1.0136063924372016,10727.0,-360.0,-1.033560175258693
2020-09-10,191.0,710067.0,7291.0,1.0103745716985213,134978.0,-603.0,30344.0,108.0,1.0035719010451118,0.04273399552436601,3457205.0,28295.0,1.0082518934588542,0.2576780349885139,544745.0,7786.0,1.0145001759910905,10641.0,-86.0,-1.008081947185415
2020-09-11,192.0,716670.0,6603.0,1.0092991224771748,133788.0,-1190.0,30470.0,126.0,1.004152385974163,0.042516081320552,3482894.0,25689.0,1.0074305689133274,0.2570360854840593,552412.0,7667.0,1.0140744752131732,10490.0,-151.0,-1.0143946615824595
2020-09-12,193.0,722832.0,6162.0,1.0085980995437231,132918.0,-870.0,30593.0,123.0,1.0040367574663605,0.042323804148128474,3509997.0,27103.0,1.0077817470184278,0.22735490536103015,559321.0,6909.0,1.012506969435856,10251.0,-239.0,-1.0233147985562385
2020-09-13,194.0,729619.0,6787.0,1.0093894570245923,132113.0,-805.0,30710.0,117.0,1.0038244042754878,0.04209046091179095,3534937.0,24940.0,1.007105419178421,0.27213311948676827,566796.0,7475.0,1.0133644186433193,10122.0,-129.0,-1.0127445168938944
2020-09-14,195.0,733860.0,4241.0,1.005812622752423,129684.0,-2429.0,30812.0,102.0,1.0033213936828396,0.04198620990379637,3552710.0,17773.0,1.0050278123768543,0.23862037922691723,573364.0,6568.0,1.011587943457611,10002.0,-120.0,-1.011997600479904
2020-09-15,196.0,738020.0,4160.0,1.005668656146949,126340.0,-3344.0,30927.0,115.0,1.0037323120862003,0.04190536841820005,3567927.0,15217.0,1.0042832091558276,0.2733784583032135,580753.0,7389.0,1.0128871013876002,9962.0,-40.0,-1.0040152579803252
2020-09-16,197.0,744400.0,6380.0,1.0086447521747377,125632.0,-708.0,31051.0,124.0,1.0040094415882561,0.041712788823213325,3592221.0,24294.0,1.0068089958118538,0.26261628385609614,587717.0,6964.0,1.0119913284993793,9749.0,-213.0,-1.0218483947071495
2020-09-17,198.0,750098.0,5698.0,1.007654486835035,124439.0,-1193.0,31146.0,95.0,1.0030594827863837,0.041522574383613876,3614738.0,22517.0,1.0062682669022869,0.2530532486565706,594513.0,6796.0,1.0115633885016089,9524.0,-225.0,-1.0236245275094498
2020-09-18,199.0,756412.0,6314.0,1.0084175667712751,124334.0,-105.0,31283.0,137.0,1.004398638669492,0.04135709110907812,3640863.0,26125.0,1.007227356450177,0.24168421052631578,600795.0,6282.0,1.0105666318482522,9400.0,-124.0,-1.0131914893617022
2020-09-19,200.0,762865.0,6453.0,1.0085310650809347,123659.0,-675.0,31369.0,86.0,1.002749096953617,0.041119988464538286,3667968.0,27105.0,1.0074446635316956,0.23807415605976756,607837.0,7042.0,1.011721136161253,9269.0,-131.0,-1.0141331319451936
2020-09-20,201.0,768895.0,6030.0,1.0079044129695294,122085.0,-1574.0,31555.0,186.0,1.0059294207657241,0.04103941370408183,3693813.0,25845.0,1.007046135626047,0.23331398723157284,615255.0,7418.0,1.0122039296719352,9156.0,-113.0,-1.012341633901267
2020-09-21,202.0,772896.0,4001.0,1.0052035713588983,118818.0,-3267.0,31660.0,105.0,1.0033275233718904,0.04096282035357927,3710694.0,16881.0,1.0045700743378183,0.23701202535394822,622418.0,7163.0,1.0116423271651591,9087.0,-69.0,-1.0075932651039947
2020-09-22,203.0,776546.0,3650.0,1.0047224982403842,115680.0,-3138.0,31772.0,112.0,1.0035375868603917,0.04091451118156555,3724872.0,14178.0,1.0038208486067566,0.2574411059387784,629094.0,6676.0,1.01072591088304,8520.0,-567.0,-1.0665492957746479
2020-09-23,204.0,782695.0,6149.0,1.0079183976222916,114336.0,-1344.0,31870.0,98.0,1.0030844768978975,0.040718287455522265,3751583.0,26711.0,1.0071709846673926,0.2302047845456928,636489.0,7395.0,1.0117550000476876,8691.0,171.0,1.0200704225352113
2020-09-24,205.0,788930.0,6235.0,1.0079660659643923,112647.0,-1689.0,31938.0,68.0,1.002133668026357,0.04048267907165401,3778648.0,27065.0,1.0072142879419168,0.2303713282837613,644345.0,7856.0,1.0123427113430084,8594.0,-97.0,-1.0112869443797998
2020-09-25,206.0,794584.0,5654.0,1.0071666687792327,111599.0,-1048.0,32037.0,99.0,1.0030997557768175,0.04031921105886854,3804340.0,25692.0,1.0067992573004947,0.22006850381441695,650948.0,6603.0,1.0102476157958857,8397.0,-197.0,-1.023460759795165
2020-09-26,207.0,800142.0,5558.0,1.0069948551694976,110164.0,-1435.0,32142.0,105.0,1.0032774604363703,0.04017036975936771,3827824.0,23484.0,1.0061729498414969,0.2366717765287004,657836.0,6888.0,1.010581490380184,8282.0,-115.0,-1.013885534894953
2020-09-27,208.0,805302.0,5160.0,1.0064488553281792,108550.0,-1614.0,32262.0,120.0,1.0037334328915437,0.040061989166797055,3850122.0,22298.0,1.0058252417039029,0.23141088886895686,664490.0,6654.0,1.0101149830656881,8054.0,-228.0,-1.0283089148249318
2020-09-28,209.0,808714.0,3412.0,1.0042369198139331,105401.0,-3149.0,32324.0,62.0,1.0019217655446035,0.0399696307965486,3865360.0,15238.0,1.003957796662028,0.22391389946187162,670989.0,6499.0,1.0097804331141176,8054.0,0.0,1.0
2020-09-29,210.0,811768.0,3054.0,1.0037763659340633,102447.0,-2954.0,32396.0,72.0,1.0022274470981314,0.03990795399670842,3878323.0,12963.0,1.0033536332967692,0.23559361258967831,676925.0,5936.0,1.0088466427914615,7911.0,-143.0,-1.01807609657439
2020-09-30,211.0,814829.0,3061.0,1.0037707817997261,98551.0,-3896.0,32463.0,67.0,1.0020681565625387,0.03984026096272961,3892353.0,14030.0,1.0036175429431742,0.21817533856022808,683815.0,6890.0,1.0101783801750563,7609.0,-302.0,-1.0396898409777895
2020-10-01,212.0,818297.0,3468.0,1.0042561077232155,95234.0,-3317.0,32535.0,72.0,1.0022179096201829,0.03975940275963373,3908125.0,15772.0,1.0040520476945436,0.21988333756023332,690528.0,6713.0,1.0098169826634398,7511.0,-98.0,-1.0130475302889097
2020-10-02,213.0,821564.0,3267.0,1.003992437953457,93310.0,-1924.0,32609.0,74.0,1.0022744736437683,0.03969136914470449,3922567.0,14442.0,1.0036953782184552,0.22621520565018696,695645.0,5117.0,1.0074102715603133,7383.0,-128.0,-1.0173371258296087
2020-10-03,214.0,824985.0,3421.0,1.0041640091337984,91452.0,-1858.0,32665.0,56.0,1.0017173173050384,0.0395946592968357,3939873.0,17306.0,1.0044119067947086,0.19767710620594015,700868.0,5223.0,1.007508139927693,7222.0,-161.0,-1.0222929936305734
